car_id,car_name,car_license_plate
503,Alpine,EB32YFB
504,Grand Caravan,XS70JNW
505,Cruze,SU31UYL
506,A8,WZ63MEY
507,CX-9,MA70FKB
508,A4,HE24AHT
509,Mercielago,LV39HPL
510,Aventador,EX35NKW
511,Explorer,EH12HNL
512,1,ZI30OIE
513,XC90,SG97IKM
514,Corvette,QF34LLD
515,Malibu,KG20PVL
516,Model T,VM23ZWN
517,Sentra,WP12MGQ
518,Silverado,YA80ODU
519,Beetle,XM92DJH
520,Fortwo,CI87QBN
521,Challenger,WL37BRL
522,Model T,QD92CSJ
523,XC90,GN83ZEN
524,Expedition,FS48RPW
525,Altima,JG43WOQ
526,Countach,OA34KJO
527,CX-9,FR75USL
528,ATS,FE13YGS
529,Altima,ND52WUF
530,Land Cruiser,NB79VJN
531,1,CD67MKS
532,Accord,KS27ADV
533,Expedition,MW67TFC
534,Grand Caravan,TW61RVY
535,LeBaron,KL98ZXY
536,Mustang,RV47NRP
537,Volt,WS59UJW
538,Model X,UV18PDW
539,Impala,UE91XUT
540,CTS,IL20RYE
541,Element,YI71ADE
542,Aventador,YD23IWF
543,Model X,NK81XET
544,Durango,HW37XYG
545,CTS,BM21JUB
546,Explorer,IY29VJQ
547,Wrangler,FZ89ORP
548,Grand Caravan,RL40UDE
549,Malibu,PF42VXT
550,Model 3,DH27BGY
551,Wrangler,IE27GXK
552,Golf,ZK90NOA
553,A4,UR91VBA
554,Countach,AI43CLD
555,Ranchero,TG68CRG
556,Model T,IR13VUA
557,Roadster,WG13GXT
558,XC90,DA12REQ
559,LeBaron,KC81BYP
560,Mercielago,MG39TEK
561,CTS,CT56LFW
562,Expedition,UB86JII
563,Escalade,ST41MHY
564,Model S,UO31HYK
565,Silverado,YW74VHU
566,Jetta,XQ24LQK
567,Altima,TD82LQY
568,F-150,WY42NTQ
569,V90,VO29UAH
570,F-150,FI10LOI
571,Explorer,ZK94MWD
572,Golf,JZ62MJQ
573,Sentra,KX41ZPG
574,Civic,FQ69EUR
575,Fiesta,KO12UJO
576,Aventador,SR68BIN
577,911,JE58UBM
578,Focus,UL05JPR
579,Ranchero,FF65QOL
580,1,OQ98VCQ
581,Volt,OL32JYP
582,Aventador,KU92ZXJ
583,Colorado,QU95PXM
584,Beetle,QE17CIY
585,XC90,TB57JTS
586,1,TK07NEJ
587,Altima,NU84HPQ
588,CX-9,GX07YJD
589,Silverado,BS76FVC
590,Spyder,VW15PFU
591,A8,HL47BOH
592,CX-9,IM12EDP
593,Model X,WN57UZD
594,V90,WM84PCF
595,Land Cruiser,YT44HXQ
596,Countach,WU06SRT
597,1,EQ68WEX
598,Fiesta,QT71CLB
599,Altima,FU72QJR
600,Camry,DQ84OAM
601,XTS,ZZ08FAD
602,Spyder,YC22KJD
603,Wrangler,HF89FNA
604,911,VI14VMO
605,Volt,OJ10LVS
606,Golf,FS19SSO
607,Mercielago,QB94IBP
608,Model T,EJ83FAI
609,Ranchero,HS31VLR
610,Silverado,PQ03JEK
611,Malibu,WZ46LRN
612,911,XY18JJU
613,Camry,KP67YSP
614,Wrangler,DE82XXW
615,PT Cruiser,DY98URW
616,Camry,XV68WOF
617,Wrangler,GR89FPQ
618,Silverado,QI44MQC
619,1,AC91AXJ
620,Mustang,UP12IEP
621,Model 3,IZ59OLD
622,A4,GJ86FXS
623,Golf,WL52TJN
624,Civic,VO75XZN
625,Explorer,FB72ZHO
626,Model 3,XW23GIC
627,A8,NP82NDX
628,CX-9,AX01OYI
629,Colorado,JG76QWO
630,Ranchero,VV75HVZ
631,Model S,DY49FQB
632,Grand Cherokee,IU71GAP
633,Sentra,IV45QCG
634,Jetta,PT80ZOD
635,Corvette,AU00KHP
636,Fortwo,WD00LPJ
637,Camry,GK44ACK
638,Civic,WH17KJS
639,Fortwo,JB23QFD
640,Grand Caravan,GQ59WXI
641,Sentra,XG07HRX
642,Cruze,SR59PPU
643,Expedition,JE08UNU
644,Escalade,LU67MJO
645,Colorado,SU60QFH
646,Accord,NL37SEK
647,Camaro,NS09IMD
648,Fortwo,MB14CEB
649,Model Y,VF54GJU
650,F-150,BM41SBS
651,Expedition,CL35JCG
652,Mercielago,CD62WEK
653,LeBaron,SV01OPW
654,Expedition,DG41LGZ
655,Altima,EX85YCY
656,Corvette,LE69QVB
657,Escalade,LN59MYX
658,Cruze,CT54FFE
659,Beetle,AK11PJM
660,Silverado,SU98HFT
661,Escalade,UC84ZGV
662,Cruze,DF96DNO
663,Camry,KI53TDI
664,Escalade,TH33MXY
665,Escalade,ZA33NAD
666,Colorado,QM90BUA
667,CX-9,IW07MOM
668,Land Cruiser,RY01TRV
669,Taurus,VF87HGC
670,Accord,JU07GII
671,Alpine,LY43GDQ
672,Model 3,DP14ZYR
673,Camaro,AV45FYY
674,El Camino,TF95GKP
675,2,CB47MQE
676,Cruze,PN23GOU
677,ATS,WR69KXC
678,Alpine,QF39NMO
679,Countach,LU96GYW
680,Focus,OQ17GQA
681,Countach,MK80FDF
682,Grand Caravan,WQ56VKR
683,Focus,CF24ECK
684,PT Cruiser,OQ54UHV
685,Volt,GH64KIU
686,Model T,IS46GZM
687,Corvette,WQ48ENP
688,El Camino,WF94MMX
689,Challenger,KE31ZNN
690,Cruze,JR87JMQ
691,Focus,KZ42QGK
692,Durango,DG48JVV
693,XTS,LV67ARM
694,Focus,SZ95AGF
695,Malibu,JO44YOF
696,Golf,CT32OGK
697,CX-9,RB55QBM
698,XC90,PB17IVH
699,Model T,PL98TAK
700,Silverado,PG22QRA
701,Charger,BM99WTQ
702,XTS,OA16AMY
703,Charger,JA97HMW
704,Civic,GU88WNT
705,Grand Caravan,AT54NTR
706,Fortwo,UQ48FMF
707,Grand Cherokee,UY94EGI
708,El Camino,SS43KQZ
709,Element,IX77XRI
710,PT Cruiser,OD47QXR
711,Silverado,RT38QKY
712,Taurus,JH60LUX
713,A4,XL41KYB
714,Spyder,CZ98KER
715,CTS,VR72YMS
716,Explorer,NC43FSV
717,Taurus,JS28IKG
718,Model S,HX42BUR
719,Altima,JQ69BYU
720,Altima,AX60LZM
721,Mustang,GW25LPC
722,A4,OY33DTF
723,Camry,QL12WFF
724,Fiesta,WE80FUJ
725,V90,YZ32INN
726,Corvette,JZ85WRD
727,Escalade,JN32COI
728,Impala,DP46ORT
729,Model S,BX68EGJ
730,Escalade,HP68MLY
731,A4,EQ70GZI
732,Spyder,VK89LZS
733,Corvette,CM99SHX
734,Mustang,HC51KTD
735,Ranchero,JH99LSF
736,Silverado,ZJ38OJH
737,Volt,AE74XUT
738,Element,OR61TQT
739,Model S,RF87QQI
740,Silverado,VK12OLE
741,Element,WS80JAW
742,Sentra,WN21ZMD
743,Expedition,VM32ZUE
744,Alpine,KC51QRP
745,Taurus,JE16CEU
746,Challenger,KE71MVA
747,Prius,SC45FXO
748,Grand Caravan,CA61XYS
749,CTS,UT46QHG
750,Charger,BU96WOG
751,Corvette,OQ10HFB
752,El Camino,RU00JBY
753,A4,GH51PGV
754,Model X,UH97FNI
755,Model X,NT65VVG
756,Mercielago,TE27KXB
757,Aventador,SR75EEM
758,Alpine,OM36OOQ
759,XC90,XT82NUT
760,Aventador,HE36AYM
761,Civic,FJ95SYE
762,XTS,AM84ROY
763,Altima,CC33QGN
764,Alpine,WA23WFN
765,Land Cruiser,HY38HNI
766,Durango,GR19APC
767,Silverado,MR86KNL
768,Aventador,HW99VHS
769,Wrangler,YE95LHL
770,Land Cruiser,OL71WND
771,Mustang,AL44CQP
772,Model T,YF63MSF
773,Alpine,EO49ABA
774,Alpine,HF15FMC
775,Charger,EL44LVG
776,Durango,JC42DEA
777,Model 3,ER32UNB
778,Countach,DL84YMU
779,El Camino,CT24RVL
780,Model 3,BV62YBP
781,V90,CH85TCI
782,Focus,MK48ULU
783,Sentra,RA46UFY
784,V90,BE55DID
785,Mustang,ZK04IBY
786,Countach,HQ87PCC
787,Charger,WF92OPM
788,1,EP12KOS
789,A4,SZ62EWC
790,1,UN59FNX
791,Durango,ME41XRF
792,Colorado,IA53IIY
793,Silverado,LS13LQF
794,Model T,AY79ZGX
795,Taurus,PL00KUQ
796,XTS,ER89HQS
797,Challenger,IH65MCD
798,911,IU38QBU
799,Fiesta,MG70FQJ
800,Jetta,XM18VWH
801,F-150,EO58GZH
802,Golf,ES89JMN
803,Expedition,IE24BLO
804,Durango,VW43TCH
805,Silverado,HU81VNG
806,El Camino,DR21YIT
807,Focus,AX91MVI
808,A4,SP65RIU
809,Spyder,NX42WEX
810,Mustang,TC38YGQ
811,Land Cruiser,MD99QKV
812,Charger,HP40YUJ
813,Grand Caravan,WO26DWL
814,Fortwo,BS93HNY
815,CX-9,GK06QWM
816,Mustang,IX69TKW
817,Colorado,SZ04JSE
818,CTS,VM52RIC
819,Expedition,UB24VPN
820,Challenger,OM24BHT
821,XC90,WU41KQG
822,Golf,JB66LJO
823,Land Cruiser,PF25JCU
824,Land Cruiser,LG23UKK
825,Ranchero,GN77SQB
826,ATS,GD02XGV
827,Volt,GV71OBJ
828,Model 3,KO60CLH
829,Element,HX02BKA
830,Countach,RH45XJV
831,Explorer,WX84DVX
832,Escalade,NH66UZL
833,Aventador,ZN94WOV
834,Sentra,AR45AHM
835,Cruze,BQ00GSM
836,Model Y,OX51OLD
837,Explorer,EV84RNB
838,A8,OK32LUD
839,Durango,NT59BLF
840,Colorado,QD78NUC
841,Wrangler,CW08GJY
842,Element,HW38BOV
843,Escalade,CN66GBR
844,LeBaron,AQ05ZFU
845,Mustang,LK77FZY
846,Model 3,XE28ZFZ
847,Wrangler,VW64GCF
848,Impala,SE97OIT
849,Expedition,CM15FYK
850,ATS,VJ81ZNW
851,El Camino,MP83MFC
852,Prius,PM10XBK
853,Durango,DH99HVE
854,XTS,ZR68HPT
855,Mustang,EU55YRM
856,V90,VZ93ELJ
857,XC90,DA24YUZ
858,XTS,LQ28MHS
859,A8,RZ36STN
860,A8,GO48YRC
861,Alpine,HQ76ESB
862,Taurus,BB62AOC
863,Impala,PU20LWB
864,Camaro,FN04YSZ
865,1,SQ19PEU
866,XTS,WK40HYD
867,Sentra,YV68QUO
868,XTS,CR42ADN
869,XTS,CR61NMT
870,Aventador,BZ56UTI
871,A4,HV40TGS
872,Roadster,QZ48MHU
873,Golf,MK15APB
874,Charger,AV21IMW
875,CTS,QP11GIN
876,PT Cruiser,KB25LHY
877,Volt,SX93WKI
878,Camry,BI64PPY
879,911,XF11DVI
880,Durango,VQ32TMW
881,ATS,VQ32EPT
882,Expedition,VF69QJA
883,F-150,FN13XTE
884,Alpine,QT00QJV
885,Durango,VB46AOX
886,Model X,LS85VLO
887,Model T,KG36VEV
888,Corvette,FL51RSM
889,Spyder,AB30HQA
890,V90,UA46JQK
891,Mustang,EJ14LNW
892,Fortwo,SF08DVA
893,Corvette,FL92JDP
894,2,ZB11RYS
895,Wrangler,DH08QAJ
896,Roadster,IQ28SSW
897,CX-9,OW73NVK
898,CTS,TO53OPN
899,Corvette,RB58XVD
900,Camry,MM16MRM
901,Grand Caravan,QI78QHB
902,Model T,GW97EVN
903,Model S,TR28UIW
904,Prius,MW75ZBJ
905,Grand Caravan,UP13IHQ
906,2,XE00FOD
907,V90,FN18ORR
908,F-150,UP46ASQ
909,Element,JR16NGD
910,ATS,NB35YUI
911,Prius,XY30CNP
912,V90,FS46ZVZ
913,Golf,UZ13ZXP
914,Land Cruiser,TQ97TED
915,1,YR27LAI
916,CX-9,XT24WFI
917,Land Cruiser,OM06ZGK
918,Land Cruiser,HT20FAO
919,Escalade,IT10CCU
920,Countach,MQ94RXR
921,Model T,VN56SSB
922,F-150,ZD24TBI
923,LeBaron,JP33VDO
924,Jetta,KI03CQS
925,Civic,EE42UFB
926,Grand Cherokee,MM56ANV
927,Spyder,WL25SUJ
928,Sentra,WE32GLO
929,Volt,NB28IXE
930,Focus,OA48HIN
931,1,AA56FBP
932,Accord,NE70DZX
933,Cruze,MN04JDC
934,Aventador,MJ40IGJ
935,Corvette,AU09PWA
936,Altima,JY31VZK
937,A4,IJ04SFF
938,Model X,DL90OUD
939,Model S,UI51ZJE
940,CTS,SV05FAL
941,Malibu,ZE79KMB
942,Cruze,BF98KFH
943,V90,KQ42HHO
944,XTS,FN12WWU
945,1,MK73UAV
946,LeBaron,ZM16IZM
947,Explorer,JJ16QDC
948,XC90,FC18NWW
949,Grand Caravan,ID02FES
950,Roadster,BO14HUP
951,Camry,YI94ZLB
952,XTS,ZG28GNQ
953,Grand Caravan,SP01PHS
954,Volt,FH24ELO
955,Grand Caravan,DB29KMC
956,Fiesta,PR91FKB
957,Model T,TX96FVK
958,Expedition,GU65KNS
959,Fiesta,UV92PGA
960,CX-9,SO44DBN
961,Aventador,UP57FJN
962,ATS,EJ67JFC
963,Roadster,AE98RYE
964,Grand Caravan,ZG02XKV
965,Focus,DO47BXZ
966,Golf,YX97TXZ
967,Prius,NR09AFZ
968,Malibu,XF95LQM
969,A4,OD39DDM
970,Altima,KM33JIR
971,Corvette,BP86RMO
972,Altima,WE39VCQ
973,Aventador,TP47OHU
974,Beetle,QH89UHE
975,Malibu,SP52TMN
976,Jetta,XI27DCM
977,Grand Caravan,VK90SCY
978,Charger,ZV50MAI
979,Grand Caravan,KN89CYS
980,Grand Caravan,KJ58GQQ
981,Sentra,IA61UWX
982,Cruze,HT81ULM
983,Expedition,ZT97RBF
984,ATS,DT15TMO
985,Land Cruiser,HB87TYA
986,CX-9,NZ68JXH
987,Camaro,XR17QTK
988,Fortwo,OP19FCH
989,Accord,IJ78HPL
990,PT Cruiser,WW76LVP
991,F-150,PX61VFQ
992,Fiesta,RW69FLT
993,Volt,GE23YVJ
994,El Camino,OE21AAQ
995,Model Y,DP54ZOZ
996,Beetle,KO14GNV
997,911,WC76WYG
998,XC90,VN38NCJ
999,Wrangler,TG18YFP
1000,XTS,NP73CUV
